"sessionID";"SurveyTimestamp";"Q_1";"Q_2";"Q_3";"Q_4";"Q_5";"Q_6";"Q_7";"Q_8";"Q_9";"Q_10";"Q_11";"Q_12";"Q_13";"Q_14";"Q_15";"Q_16";"Q_17";"Q_18";"Q_19";"Q_20";"Q_21";"Q_22";"Q_23";"Q_24";"Q_25";"Q_26";"Q_27";"Q_28"
"f6rrbZWbSb3LMBpZTEPPQfboNvd1kkIraBAMy35aCKxeKOYjbIuIM19fcn9VofSFPDGLyrBSuLkaCJPl1DRjgMTbYdJ0pEFQFawDiW97xvcuKJOYLTdcE6IFx9d677kGbkPg9RNsesk1ORBqmfciLT";"2024-03-19 18:25:15";"POCO";"FUNZIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";4;4;5;5;2;4;1;4;1;5;1;5;5;5;1;6;6;7;5;4;5;5;5;21;"MASCHIO"
"yDer25B1UTxdlk987vtqV512jPJfpwQ861hn5fBdSQzFuFEW1NwX9bJ12reBkHQONwqtCNEHDebhd2CTEd11kxlOO7k5NP4uURQ8Edt8gYebyoP5j3SWxFbxd8QXsYJkt2VG1dxUrTbuoGk4inlYdw";"2024-03-19 18:26:31";"POCO";"FUNZIONI";"VARIABILI";3;4;4;4;4;3;2;4;4;4;4;4;4;4;4;5;6;6;6;6;6;6;6;22;"MASCHIO"
"6oYFJQLOwnGkjNydtMkODjCUgCTo5xevsSirHPE9YE62RUFF8VIYkGhzydfr0IUvDiEZ4iqEKmYm5dAquuBtrIhyImLnwxIROLDwXzD8ISSSuEyOhfUaP0OQ6wIjoLXQytX2KIhWw7C1P6y5GRX1dW";"2024-03-19 18:27:28";"MOLTO";"FUNZIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";5;5;5;5;5;4;5;1;5;1;5;1;4;1;5;7;1;1;1;3;6;2;2;-1;"MASCHIO"
"2iw52fLfPGEXgFCC6xCw7mRa3CAVLHxsBC18D5Eo7CrS1ECdHDexZygElAWrmng5MOMj1Gr1IwivFyK7OaAmFtysPOOOELmTs1OM1mGYX1RtWwcSuhZrSpmpsKVaRrxvRLvU0RlFg1do8YfsGEQv81";"2024-03-19 18:27:34";"ABBASTANZA";"FUNZIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";5;5;5;5;5;4;1;5;2;5;1;4;1;5;1;1;1;1;1;1;1;1;1;-1;"ALTRO ..."
"RQ7VIVG7VazJIbnlh9b8wRLscHxmH10MI5mXctM0FOkuLYiJVQ3KNCPsYGKLFhJH6hMIGJT34uxxaPmqyEW6B99Z3t0iNBwQfHMm4DgLYHux4AYMAJYqqxlDZDcnijeDgn8geED0rBKfgdebvzw8bU";"2024-03-19 18:28:17";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";4;4;4;4;4;4;1;5;2;4;1;3;2;4;2;5;6;6;5;4;6;5;5;23;"FEMMINA"
"rEPjtmJu97n5CkPXWx3hO8tfu132XHvwi67oZhHARtU90ATBVMUGGlXHaF15zAHUlQg8FxGwH2mt6daZRGY0toj6e7cvUk6WsAwI8bvRila7srCMfPrcoZqaBxiMi7MTm5DnDIMC2yoHqTv2xZBY8K";"2024-03-19 18:29:40";"MOLTO";"LISTE E DIZIONARI";"VARIABILI";5;5;5;5;5;3;1;4;2;3;2;4;1;4;1;7;6;5;5;4;5;5;6;21;"MASCHIO"
"40j3iCMHUm7ul7bH9YC3WjsZKGFhf0FaHcan3RRiLzLBB6F9tnIRx210GrYKgX8OlwrMjUZZ0dm8tPaVbHDYn7DR0OfWw5xkhM4PEymUPKAVyOFiC5stzWcJSGm5nOU6wAQ7zZrPC9CFNKugUz8iSK";"2024-03-19 18:29:43";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"TIPI DI DATO E CONVERSIONI";4;3;4;5;3;5;1;5;1;5;1;5;1;4;2;6;7;7;7;6;6;7;6;22;"FEMMINA"
"5PIWdMkeu5hR3JHLEWNg9Hwam5A6qpxExJ4Rd9yMoNwRxrel8lXvFdSv2IP3WOD0msZWHpoiMcQVYRxTfB1FVhiWrsK8hFuUM12Ofv8VHDCUZAJn5JZo4PFiumsf5NCyBnkMedbCZsH7fx9uw8XiOP";"2024-03-19 18:29:43";"POCO";"-1";"-1";2;2;2;2;2;1;3;4;1;1;4;4;1;1;1;2;6;1;5;1;1;2;2;-1;"MASCHIO"
"jekZCeRZo12lOVsMvB5ZgA0XbBlS4QJoUUHBPsD9STMvlu88NpJuU6wgTisinLqcBYSLadGJXNxwVpiZYp7ePuzp1dM7hUxwBAwE4f1mMux9qZonA4T3UGrsmq3ER56EsKHLG47VycPaSq8FWJvoqb";"2024-03-19 18:31:48";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"LISTE E DIZIONARI";3;3;3;2;3;3;2;4;2;3;3;4;2;4;2;4;5;3;4;3;5;3;3;21;"FEMMINA"
"xHHt8fAeSR5vIObyNFQwGWl0jJUNtdszptrHYRUovzNEFSr1rPKMzoGf73rUQ6yif4o3GDtFTRSIfSfSDswm8ISaJQl4Kw329t0BVbwC9rNdNGmivEmzP3fMap4OmqkMOcqLMqAbJ6YnWXNNR2TLjr";"2024-03-19 18:32:02";"ABBASTANZA";"FUNZIONI";"VARIABILI";3;3;3;3;3;2;3;4;3;3;3;3;3;3;3;5;4;4;4;4;4;4;4;21;"MASCHIO"
"P8vW77ZBIYhkJ3mfvzgulfzA6csyBZXSPd9G5I7mgXmQfBVwLr1gLxMmGziP8Y9hL7qxXRkjQZt1zUEXtDi1y3Cg2FaeFDp2DbbGNt9DpW5vcEbx8fEMI8qwHlaispQO6HaxjPl0O515lT10xyw1R9";"2024-03-19 18:32:19";"POCO";"TIPI DI DATO E CONVERSIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";2;2;2;2;2;2;3;2;1;2;3;2;2;2;1;5;5;4;2;4;6;5;4;20;"MASCHIO"
"ycz2S6OWSQrsU0PJl1KuBOrPFXVMPvXuZBON4NDK81Bg2hZDQdCMG2ySsK13lLxP29oFprQzCrLTFtU9xa6PQqjhHv57Pnse8YAhme0DzCdCOyJFxKDexZQZ4Ps7tiHVv1tP7jYKnesErWfGU27c6j";"2024-03-19 18:32:38";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"LISTE E DIZIONARI";4;4;4;4;4;3;2;5;1;4;4;3;2;4;3;7;6;5;5;4;5;3;4;20;"MASCHIO"
"4TFDXjzfAME0Sv2YuRnXwSk5WreUSoAU2ssv9Z4yk52uhztjh1CzaPe5HW741acZBWIkgE2RpYWIfliJuX3bGqXNkwNB5xcu3Yd7Bj5Avmbn4FP4zyUEDNGAJSi8udnJ9mteC01iSypuH78clt0VtY";"2024-03-19 18:32:55";"POCO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";3;1;3;3;3;2;1;5;1;3;1;4;1;4;1;4;7;7;7;4;7;4;5;21;"MASCHIO"
"Qq5Vs5jDNfoKtafW4jwZjpHfNSwns2rDC2Ik8O4mjlQizuOGqSBCcML2zFkP6rjAdVMgrRCKnoQnjy4oSQvgrbxs0CxuXUUNTM6yAFfdc5fLy6KpSWQU7BOiqTMalh4kCoDHkzgoPet0Catga1crTp";"2024-03-19 18:33:08";"POCO";"TIPI DI DATO E CONVERSIONI";"FUNZIONI";2;2;3;2;2;3;2;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;20;"FEMMINA"
"Tzsw6z9u2FSwmy7azPI2ceEHAwec6sM2u5kFzzx7mgFo01jdmnVw5ItprzroeH7Egi4Kj0gcTKSCBRWBVZKiEj3WWc0MTTLZJEe17es8TnYtfMYNhne7J6yXv3PwpGpsIuVHJMpT7RGAvJXzxS5il0";"2024-03-19 18:33:31";"ABBASTANZA";"FUNZIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";5;4;4;4;2;4;2;4;2;4;2;4;-1;5;3;6;4;6;5;4;5;5;5;20;"MASCHIO"
"Q18mpao7JeIwghjvshRAQKapsiGyicM5FaY44ERRfBMlhLiLJ3hLhdcwRrYEfuv9pKAXkX4kFpyONHZsc0HR0ZHstOzVPuVo9LrrXk3bBMtJNdxn01fGH21RRKMzt7o4u4atomsra0brE87ubEsCvk";"2024-03-19 18:33:40";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";3;4;4;4;4;3;2;3;1;3;2;4;2;4;2;6;4;5;4;4;4;4;4;-1;"MASCHIO"
"lUuk9LRqeCmydfCdA3ITiMIrbAJUw0FL1Eia2Cfzr4eeDUQ26NXAus9sSmKmhGNAB3yZWRYYp9C382PUIGCKthdvzWWRKp82J8h9pQOxlrbTZOkXdlryOcSbIx0hZswZKNOBi5bbsTiV9eE72x0ds1";"2024-03-19 18:33:53";"ABBASTANZA";"FUNZIONI";"VARIABILI";3;3;3;3;3;3;2;4;3;4;3;3;3;3;3;4;3;4;4;5;6;5;5;21;"MASCHIO"
"uzBfvVjqlPBAT2M7mlvhbBJdgs8dzGEpDarSOInch3tVp3m9oVeJA5TKIbbBP6WMrg637ZZbYERuZyNeuLzaKzcX4c1MLYcYYlirQTSxfoplt3PooB1pXqCLT0tiqE7Hih8iprti5E39HMDZBphGTk";"2024-03-19 18:34:18";"ABBASTANZA";"FUNZIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";2;2;2;2;2;3;3;5;3;3;2;3;1;3;3;4;3;4;6;3;3;7;5;20;"PREFERISCO NON RISPONDERE"
"3R2DZJBpel5BtHcamh19RvW89iiXLYoeAWojGUTRWX35e34LaeNMsYTfChw3GlboFwfvjVqAv9yyy7CM0GQ2MKTU6lpyyQJOc7ouhyKrZnNvlFYSygp8CLdXDiH72A55Gi3y1KIrI4xE9n8q1jzGtO";"2024-03-19 18:35:00";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";5;5;5;5;5;5;1;3;1;4;1;5;1;5;2;7;5;7;6;4;5;4;6;21;"FEMMINA"
"NW0t2oBJy8CLchfJGl7azzaTdtYRorpBWhRQ64gXzkb3h2KDCzhMBWvkjw08YzSyY9BSBoi9mTgJxJGobxWPltcaNjWKe8GyVpDh3ZuP1TQ7quRJmgrusiizKPOgWdc70Bq9GIjN9vAkN80G9HpqZb";"2024-03-19 18:35:01";"ABBASTANZA";"TIPI DI DATO E CONVERSIONI";"VARIABILI";3;4;4;4;4;5;2;3;4;3;1;4;2;4;2;7;5;6;5;4;4;5;6;20;"FEMMINA"
"laevYpu2P93d8tbevReho3e77xwO2EQHW2rPKMO5aWHBhS2Tsof9Rjnt46584xAvobCE7LTF26rpNII6aGf7OP9gNAfhhBYZxKIw5h9Cb8eBHLx3nZbuQIhndll6nl8DdpcyXzxUjN7GboQqKemTHe";"2024-03-19 18:35:01";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"FUNZIONI";3;3;3;2;3;4;1;4;2;4;1;4;1;4;1;6;5;5;5;3;6;4;5;22;"MASCHIO"
"Sbe9RETShnsxFA1NBEK7h56cYV2z9FCRHZFx5a9ugxZGdHV7yyofNatIqvhWpOWGNUdimq2X74B3MRGFwB06Z32xFZRXqMZcYyo6LInyvphT4qWGfW3xwMjCFIUPT31wJQotdnKED4AA0zmhj4y1B5";"2024-03-19 18:36:01";"MOLTO";"TIPI DI DATO E CONVERSIONI";"VARIABILI";5;4;4;4;4;3;2;3;4;2;3;3;2;4;3;7;4;5;5;3;4;4;3;20;"MASCHIO"
"YooR9To4PhpSJItHWflx3l3EL2Zc08NvZ4qQK9KAB1zwiCThRyb5D4jZZGv9RET1VgogoWA09mAWeYAyi61gBbdCs5CYFTlDYjuXtUhhkgXNFFbU0qhYIHNVVDbvmGdgni1Veos2sp3dQMog87Se5x";"2024-03-19 18:36:34";"POCO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"FUNZIONI";1;1;1;1;1;1;3;3;2;2;2;4;2;3;3;2;3;1;3;1;1;1;1;21;"MASCHIO"
"pHS83nYrdvdkgVk2dutJeN7IWsfjzIOHTblCxkVCW8k7lukKx1QwVbc5HLoBFOoTUWTQa7riMW9uBZ3Vs6rKM5JpZ3DdjyDitWjrXwozg4dsVJHjS3My5e59ie3dRofE0Z9lXqibJkXhZy6yqor1qC";"2024-03-19 18:36:39";"POCO";"FUNZIONI";"TIPI DI DATO E CONVERSIONI";3;3;3;3;3;2;2;4;1;3;1;3;1;4;1;5;5;4;5;3;3;3;3;21;"MASCHIO"
"KfyKI5R4fxGqE7S0Ou07tkkRN4dps1eBBeyAM4wFf7R60XNDm9RuuAcL1VzGeNqbRh3NDLQJHHjXTL9XQp8nvIN9A1kFoAXq22I1zMN4m3Zyxksmky6PxqUXoHNN8GbV6yUa4dxINNwsucJuhcbpk0";"2024-03-19 18:36:51";"POCO";"FUNZIONI";"LISTE E DIZIONARI";3;4;2;2;1;3;2;3;2;3;2;3;2;3;2;6;4;5;5;3;3;3;3;21;"FEMMINA"
"drt5P5siHz7ZZBM5xGov2VBT0H9VCbkoyvA5A9IdcIG9FnOQOIoB2izhdSIYsg0LQluCfeqHhriR91ZOvixGyjVGV5bsFCQ48ezcRV0EfPWDsyeeAyF92m9vukFpTEO2u5VkVYhOQaOZ7NHM78LtX2";"2024-03-19 18:37:05";"ABBASTANZA";"TIPI DI DATO E CONVERSIONI";"LISTE E DIZIONARI";4;4;3;5;3;5;1;-1;3;4;1;4;2;4;1;6;7;7;6;4;4;7;7;21;"MASCHIO"
"lBD7q2bX1vlBRL0LsNuR2sZBfOwABXzJKPujJgIVODnpB0kPh5Ko20Q9qDkJuGyzqvdLMWDZJXG054o7wyQxngoBIzGz5jWzgMQ02ufHk9YTU259oUEeTtVgjPQUezU5HTPgwOXSVIlNAfEnnRH7MK";"2024-03-19 18:37:20";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"LISTE E DIZIONARI";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;21;"FEMMINA"
"VS8IQ676UticSXWlUAsQVu9wyHBhdoLrLkQnWHdY wO4KfwAs1fMORs7L4xFlXjFPjv7S1fjLAr0orfT5w3uUT1CZwE0BSvSq19rkFda8DzujM5XGUuAmXQMcTYu4YPBZy2cdoKpx0kaQ0FPPFATV0i";"2024-03-19 18:37:50";"MOLTO";"FUNZIONI";"VARIABILI";4;4;4;4;4;4;1;5;2;5;1;5;1;5;1;7;7;7;7;5;5;7;6;21;"FEMMINA"
"eQjW6d5vOHcd43HKTHYZUPnS1T2aulHd4V25VfhjIpHuGDv7MMb0YOKLNP7uLnmrz6SxfF5zkxqB9QikZpkImUCzuIjHY6JwkhfUOjbjBVzwjCXYHcXKuQMXOVZSECNzw3UsK4zLbo4TZ4Lolqbf71";"2024-03-19 18:38:25";"ABBASTANZA";"LISTE E DIZIONARI";"VARIABILI";5;5;5;5;5;5;2;4;5;5;5;3;3;4;3;6;5;6;7;5;6;6;6;21;"FEMMINA"
"pkNlBnIZ1TnB2FidrTjRjyZuknOzjoi4gxC5KvhBqKZvHqupEB8o2iOMnnvT7asSGYU4JidoJmF6x4CQDa68UrWSJphW7DTivBDkytaYEonkgN43uafxObDpaIfknnruAy8YviDshIzGY3VYApNFwP";"2024-03-19 18:38:31";"POCO";"FUNZIONI";"LISTE E DIZIONARI";3;3;3;3;2;3;1;2;4;3;3;3;1;3;1;6;5;6;5;5;7;6;6;21;"FEMMINA"
"nRsMHl2tOO7D4T34pE8wvzmwkKYLIw4yhcR3UOuqfn4dLfxXrv7uAJsVIge6440P4YlK6nLZAlo9TgVQ2tvmEXQZLJ7UqkBrv5gtqJpYkdOzettjZpczApETMJxUWGYCK54wvFY3zsNz6xBCsGBVqy";"2024-03-19 18:38:39";"ABBASTANZA";"FUNZIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";5;3;4;4;4;3;2;5;2;4;2;5;2;5;2;6;5;5;6;6;5;4;5;23;"MASCHIO"
"7o9P5N6R2F44bZWTZjTQm8ZxNchH1zSMjAnCA5XqCAoia1yxNFJDzS8KPqQ9lxL3IsnAceIMmOmJijeoKMe2svAyk9AyY8d3GwOZr3AcQPXTpFNU085X5bFG8K0SHXCMv7ZzLZZSxbe1NLgk5bA779";"2024-03-19 18:38:46";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";5;5;4;2;2;3;2;3;3;4;2;4;2;5;2;6;5;6;6;5;6;6;6;21;"FEMMINA"
"BAvZeKCAqujJpWjO84BmAMcH7rG4okXO8KKebUbjqOtkXnQ3JSFPF4xCElQSPNNpwCWUPLmOnofoKWWgl7nCpQZeBYdLsBcR7dMKUxKe8YKML04RU6gJ80SZyhzFaByXKdS9Jdhag7afuuhA2exKQf";"2024-03-19 18:38:51";"ABBASTANZA";"FUNZIONI";"VARIABILI";4;4;4;4;4;4;1;5;1;4;1;4;1;4;1;7;6;7;7;4;6;5;6;22;"FEMMINA"
"B9IE5Muts798JMNyafNufS9CNMXo0If90g27kx6KpL61MdLyenXD5qbsT1zOBQcx6hj5qMH60etsrMPCGYdBluXWG2iFvUZ1QctPU2D3RNoruKElKFSgzbfJvlho4InVVp6ZsRbJbfdrdjWsPlzstk";"2024-03-19 18:38:55";"ABBASTANZA";"FUNZIONI";"VARIABILI";4;4;4;4;4;3;1;5;1;4;1;4;1;5;1;6;6;6;7;5;5;6;5;21;"FEMMINA"
"rNkl15KOqqAYpwZlmIbB5DIV1RvI0AptPBUxgoOg8Cq3nMLNzraJCrw5hRaED292FQeOBsSZlTb7w8Ztr4D7DB10MICk3jjpVzqZAlM7vNuSn0P4kTWyWZEu3NxKYhWl4pPPlQsd8VvY1LGOSNXT13";"2024-03-19 18:39:15";"MOLTO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;21;"FEMMINA"
"kETqSFuL99abGhCy72UFKycbGURYqERUfPlOUx75L0q1D4pBvlbWyajxQ441i2c6E64jUm4XxYlt9HMkmfP2FnOrf6hmpNMtOnnv4F5Aa4XLnfBQ2TjWU1WUH7lpNlE6uTPnkDTkZMdahMfLzKNioW";"2024-03-19 18:39:31";"ABBASTANZA";"FUNZIONI";"LISTE E DIZIONARI";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;20;"PREFERISCO NON RISPONDERE"
"evkOdEfvVud89RXB88HXYBkFn9zxLgStqYF0gWWcP27v71Ak163eHuSaj94ue2YNnQmh0HOZsUtFMPokezozFdj6uENiX5zV6jFuI2oVVpnAzYDFpkRiEtc8IH0rIOLWE48VcjrrbGx73BAd3X5RNm";"2024-03-19 18:39:36";"MOLTO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"LISTE E DIZIONARI";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;21;"FEMMINA"
"a4ck5nTHQfZRL0hPFYrhXCp9X72s8XPl9ZCVe0qvYGejwQxbvnM6Wn5eiyqPD64MSX9RSgmpjIBVBOmU7yaZGs63kdHUvKOsWp1aFb6oRgNn674VqfAAfrbfwsyP2BkNcHt1SXGk21Ci6Tal2kosxm";"2024-03-19 18:40:10";"ABBASTANZA";"FUNZIONI";"VARIABILI";3;3;2;2;4;2;1;5;1;4;1;5;1;5;1;6;7;6;6;3;5;4;4;21;"MASCHIO"
"nZeoH6jfgMHMQ4TKHYB8y4f53kMroYukN9D0ZbDjblMilxeLJKPCrX4QnP81ebIcSiMJQd7aNEs5Z4lTVsmEha0FcaeLj7AKEJeJz8pCXDfFZM7s5rhzOoQ4fXhvGjRdfx39W1E2BgGaHbxjMhqvU1";"2024-03-19 18:40:14";"POCO";"FUNZIONI";"LISTE E DIZIONARI";3;3;3;3;2;3;3;2;2;3;3;3;3;3;3;4;3;3;5;4;4;5;4;21;"MASCHIO"
"HBiycCo7kuIpvPmhUzzKmELyz4zMbBZ0oSvpCr3zozdwVibJImJXz7cxZyl7ipheaNJ2m683RJq8xxESh0bhS6bx4NDUeuUNJM3bmPHJrFyCInGw0WCaoXTyEdQ3PCDa09FvD9d56x9vPHk9EmSQMT";"2024-03-19 18:40:16";"ABBASTANZA";"FUNZIONI";"VARIABILI";4;4;4;4;4;3;1;4;1;4;1;4;1;4;2;5;2;1;2;5;1;4;4;20;"MASCHIO"
"C9R0hHmVCURNs6VXdqiJ5eeQCj5MbpC4KpdvZabK3faDQZgYbSGNuEeXjFrzTHWNHhgDlMLYlCKMwkE65FsyTF68yMc5GDVA2QgqhKBV71b2zcH5MAAYQELdB6NCFjmJrvBpaWtaspACWDNrURsWKm";"2024-03-19 18:40:29";"ABBASTANZA";"TIPI DI DATO E CONVERSIONI";"LISTE E DIZIONARI";4;4;4;4;4;3;2;4;3;3;2;4;2;4;2;5;5;5;3;3;3;4;4;21;"FEMMINA"
"Ltm81bSllfxTej87gY474vHuTXqLckXeBqzYmSmfPSnbp3RohrXwEGC0LvlkW6PgrYNo2N41p0Tbbc6N53Ojj5fKAdUfzHUvquQnfIOIbQLaN3DcjjPi5Lz1coU6qeb3TDdaxNvUvqkqy46ZFruCMv";"2024-03-19 18:40:33";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"LISTE E DIZIONARI";3;3;2;3;3;3;1;3;2;4;1;4;2;4;1;6;5;6;6;3;5;6;6;21;"FEMMINA"
"3gMAJHlHROvg89UxhzkUvQYWNwUfLPqux5AZnTlpM3752doFKhRpqshwoZiyajSSuajJxkRWT3IZin1GkqvV3cneYGBwxWCBGnrJ22zXDrYqqCWfuvfmahAsap6DqvbH0AuvqEL2wRdgcq223JH8N8";"2024-03-19 18:40:51";"MOLTO";"FUNZIONI";"LISTE E DIZIONARI";5;4;4;3;2;5;2;4;3;3;3;4;2;4;3;5;4;6;4;5;4;5;4;22;"FEMMINA"
"367cAm9k3RDQ0uT7pWtuN8ezTEVKkKo82q7G8NPoYFCN2ciKI1rx35pq0DVqo3PTT0zxYPE0lrV6cha26RY0t4PQbBr7AOt0E3ISRmkuSmlKPgze42YBeNfC7nA2tEA7SDonQk1aYp2xnY7gG6mGZb";"2024-03-19 18:40:59";"MOLTO";"LISTE E DIZIONARI";"VARIABILI";5;4;5;5;5;5;2;4;2;4;2;4;1;5;2;6;6;7;6;6;7;5;5;21;"MASCHIO"
"aYVxmgZLOmerqYOCdegF9vmVEeVfHqHOyRWwDLbtAIehx4DHiqAfDoKWj1WGtLZDmlJUgndPTHnsGAnHDeXIGGJAckMKo72sbL78CaKPUGa3vAsqUOBTBdwoAxNwE6Sr7VrN3UvV6jJGsULOtVw8F3";"2024-03-19 18:41:01";"ABBASTANZA";"FUNZIONI";"TIPI DI DATO E CONVERSIONI";3;2;3;3;2;2;1;4;1;-1;2;3;-1;3;1;3;6;4;5;2;3;4;4;25;"MASCHIO"
"A6AiXkmXxugZRXSZH1HrwWMqbZJMdA7M1C9NFzoV2Zg4hX6vJaMIBF5DfMH0bc9ZY5KDJhDcZ41oFiLZf7U2l3z65j5mTwoBxi0MZBD1ZoF1MF8nV9HlLHds1Aj9PaA2mAe8qxtmXtMzJcp8vg5enu";"2024-03-19 18:42:38";"MOLTO";"TIPI DI DATO E CONVERSIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";5;4;4;4;3;5;1;5;2;4;1;5;1;5;1;7;5;7;3;6;5;7;6;20;"FEMMINA"
"MZh0FD8QLtR6MT8kp2txBr4uvBJ752youmiKWbx4LbWIoue7Lvi1ReiQqVUi6GQJGHJLpqv6xK9m70wrmefPsuuYm67oM9pU27KP31S5sRisV0SgHEsZ22V4VleV9tODNbiCvyvRmQQByYc0YRHiAJ";"2024-03-19 18:42:49";"POCO";"FUNZIONI";"LISTE E DIZIONARI";4;4;4;4;4;4;1;4;1;4;2;4;2;5;1;6;6;6;5;4;5;6;6;21;"FEMMINA"
"Z4Qb3756Mnf1ri5xXyY3FqVTJA1Lfm18iL9m1S71rWswULRfYsqMzaVcZjC3UgdG70fd1SO0guJFlYDTlfnPrV7W1SiTzEJb4vZZgSqdDCJK8LNxTnxz3FrjYm6oHeWo7cvxt5btsdqUllYT8O7Ypa";"2024-03-19 18:42:54";"MOLTO";"FUNZIONI";"VARIABILI";3;3;3;5;4;2;1;5;2;3;2;5;1;5;1;6;6;6;5;4;5;4;4;21;"MASCHIO"
"uaeCPvuTqxrxZhjAkVaxcRDvabhkWMB5bw5gYPBntoDkl5ufBNRV2xa5vDfeykJ7PnsilL9AAWQC9LaFssoKjKxfjw2k8athUm7FxCVP7UFEU36xeq6TCENEn5kbrZqaX2BFg4l1xGtDdsfVVNLztv";"2024-03-19 18:43:03";"ABBASTANZA";"TIPI DI DATO E CONVERSIONI";"LISTE E DIZIONARI";3;4;4;4;4;4;1;4;1;4;2;5;1;5;2;6;6;5;2;3;5;4;4;22;"MASCHIO"
"iV5aCH1qQGIzjBaG5D0kF44UikUqQELVgGh5jlF9TSYKmBF5YC02pY52NpJQMkMAGUaLHlv3VB7uENOzXoHFtbEW15b9ud8U2KjNbwM6oqLLNZh66pljB81XVn7Og61nG81EbGxiKttpzQMTSpItpk";"2024-03-19 18:43:15";"POCO";"FUNZIONI";"FUNZIONI";3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;21;"PREFERISCO NON RISPONDERE"
"DnwsFdf3Gy0NHcNqKnfw5lebHhjIL27tMHpLOMRE2xaM8IGXCAdH06PFDOhaSSgqUAN4hkT2SFhBLFn84eFaUCBj51NsZLMhEX5uVxd5EGDGvBH5GqZ1D8VOgGrIsUhf4dxHxTGgU7eftHk9NtCZdG";"2024-03-19 18:43:18";"MOLTO";"VARIABILI";"-1";5;5;5;5;5;4;1;4;3;4;1;2;3;4;3;5;5;4;5;2;4;3;4;-1;"-1"
"xmI94oSo7to808vF1kON5Foh4dbnWkZCvwrJmzimKyRN6ao490MIUaqh8RApK5oABja0SYYGivg74AdBtQRknLoAsDXEBEk35pDZq7B1qH0BVDzNdXMFmQmZgBfiGoBuzNJVs8WEJeb3zctBK6gCge";"2024-03-19 18:43:51";"-1";"-1";"-1";-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;"-1"
"NLtf1Q8ZNTSw7FVwKG8HPuL8nYPjUqOJLkURwm6JHOnHC57UpOlGvScLVtFo7XkozNiWWaj9oIzncUaQ7hG4EHzuBsNCQBFkcapE5Fj1JEFXWSLBy3Y35KGvTtOWJdC3XfgyC8umCzA7YlwpPtDzhn";"2024-03-19 18:44:04";"ABBASTANZA";"FUNZIONI";"VARIABILI";4;4;4;4;2;4;2;3;1;3;1;4;1;4;1;5;4;5;5;4;6;4;4;21;"MASCHIO"
"TGSUcSHVjI00xzVtvyCVgnuU5PkMPS3J3jiP21wRKfYOKNLMp687GQ1DaefJKzpf5UUALknG9pEkaypUX7LaiZWRnjALPvT1LrbfLqNiugjRvBrBQhGtS76B7GanrpDLJdgyLzbQZLuV09TmQj9EGi";"2024-03-19 18:44:11";"MOLTO";"FUNZIONI";"TIPI DI DATO E CONVERSIONI";5;5;5;5;5;5;1;5;2;5;1;5;1;5;3;7;4;7;7;7;7;7;7;21;"MASCHIO"
